0.55    0.15    0.0    0.0    0.64    0.22    0.35    cp
0.08    0.29    0.0    0.0    0.61    0.33    0.44    cp
0.63    0.29    0.0    0.0    0.56    0.35    0.46    cp
0.66    0.39    0.0    0.0    0.59    0.43    0.36    cp
0.26    0.19    0.0    0.0    0.62    0.23    0.35    cp
0.75    0.27    0.0    0.0    0.41    0.36    0.46    cp
0.33    0.14    0.0    0.0    0.5    0.21    0.34    cp
0.24    0.21    0.0    0.0    0.58    0.26    0.39    cp
0.22    0.33    0.0    0.0    0.52    0.49    0.58    cp
0.47    0.29    0.0    0.0    0.64    0.15    0.3    cp
0.47    0.1    0.0    0.0    0.65    0.25    0.37    cp
0.28    0.38    0.0    0.0    0.5    0.14    0.29    cp
0.44    0.19    0.0    0.0    0.52    0.22    0.35    cp
0.57    0.4    0.0    0.0    0.52    0.3    0.35    cp
0.25    0.32    0.0    0.0    0.55    0.13    0.28    cp
0.28    0.29    0.0    0.0    0.52    0.42    0.53    cp
0.38    0.35    0.0    0.0    0.43    0.22    0.35    cp
0.49    0.13    0.0    0.0    0.62    0.51    0.59    cp
0.26    0.29    0.0    0.0    0.44    0.26    0.38    cp
0.46    0.49    0.0    0.0    0.44    0.19    0.32    cp
0.45    0.35    0.0    0.0    0.43    0.2    0.0    cp
0.35    0.08    0.0    0.0    0.83    0.02    0.14    cp
0.57    0.45    0.0    0.0    0.47    0.32    0.43    cp
0.34    0.0    0.0    0.0    0.64    0.08    0.23    cp
0.4    0.27    0.0    0.0    0.55    0.2    0.23    cp
0.33    0.25    0.0    0.0    0.55    0.42    0.53    cp
0.28    0.29    0.0    0.0    0.53    0.31    0.42    cp
0.24    0.42    0.0    0.0    0.57    0.3    0.41    cp
0.48    0.25    0.0    0.0    0.6    0.33    0.44    cp
0.48    0.27    0.0    0.0    0.53    0.29    0.41    cp
0.6    0.26    0.0    0.0    0.5    0.24    0.36    cp
0.38    0.2    0.0    0.0    0.43    0.33    0.44    cp
0.63    0.42    0.0    0.0    0.39    0.35    0.46    cp
0.45    0.15    0.0    0.0    0.48    0.33    0.44    cp
0.27    0.23    0.0    0.0    0.35    0.16    0.31    cp
0.4    0.45    0.0    0.0    0.47    0.36    0.46    cp
0.33    0.43    0.0    0.0    0.48    0.27    0.39    cp
0.73    0.37    0.0    0.0    0.67    0.28    0.4    cp
0.36    0.31    0.0    0.0    0.4    0.26    0.38    cp
0.43    0.36    0.0    0.0    0.55    0.2    0.29    cp
0.37    0.35    0.0    0.0    0.59    0.3    0.41    cp
0.34    0.25    0.0    0.0    0.67    0.39    0.49    cp
0.45    0.4    0.0    0.0    0.51    0.37    0.47    cp
0.31    0.26    0.0    0.0    0.57    0.31    0.42    cp
0.69    0.35    0.0    0.0    0.55    0.33    0.41    cp
0.19    0.26    0.0    0.0    0.51    0.4    0.51    cp
0.49    0.23    0.0    0.0    0.62    0.54    0.62    cp
0.48    0.29    0.0    0.0    0.44    0.26    0.39    cp
0.47    0.23    0.0    0.0    0.66    0.12    0.27    cp
0.26    0.2    0.0    0.0    0.49    0.31    0.43    cp
0.42    0.43    0.0    0.0    0.48    0.4    0.36    cp
0.33    0.17    0.0    0.0    0.51    0.0    0.17    cp
0.25    0.24    0.0    0.0    0.4    0.37    0.47    cp
0.26    0.5    0.0    0.0    0.42    0.52    0.6    cp
0.53    0.37    0.0    0.0    0.25    0.13    0.26    cp
0.61    0.37    0.0    0.0    0.32    0.31    0.42    cp
0.57    0.25    0.0    0.0    0.4    0.34    0.45    cp
0.45    0.23    0.0    0.0    0.51    0.31    0.42    cp
0.49    0.21    0.0    0.0    0.34    0.31    0.43    cp
0.47    0.26    0.0    0.0    0.61    0.32    0.43    cp
0.49    0.48    0.0    0.0    0.57    0.44    0.55    cp
0.58    0.24    0.0    0.0    0.47    0.26    0.38    cp
0.4    0.3    0.0    0.0    0.55    0.45    0.55    cp
0.2    0.17    0.0    0.0    0.52    0.22    0.35    cp
0.53    0.15    0.0    0.0    0.58    0.31    0.43    cp
0.27    0.32    0.0    0.0    0.61    0.51    0.6    cp
0.28    0.25    0.0    0.0    0.47    0.31    0.42    cp
0.58    0.49    0.0    0.0    0.48    0.45    0.55    cp
0.28    0.25    0.0    0.0    0.49    0.24    0.36    cp
0.39    0.38    0.0    0.0    0.64    0.38    0.48    cp
0.29    0.12    0.0    0.0    0.39    0.23    0.35    cp
0.49    0.42    0.0    0.0    0.53    0.24    0.36    cp
0.42    0.4    0.0    0.0    0.48    0.34    0.45    cp
0.49    0.31    0.0    0.0    0.48    0.23    0.2    cp
0.27    0.32    0.0    0.0    0.42    0.26    0.38    cp
0.47    0.17    0.0    0.0    0.55    0.24    0.36    cp
0.54    0.31    0.0    0.0    0.51    0.23    0.35    cp
0.46    0.38    0.0    0.0    0.58    0.42    0.52    cp
0.49    0.14    0.0    0.0    0.49    0.25    0.37    cp
0.33    0.3    0.0    0.0    0.55    0.36    0.46    cp
0.38    0.14    0.0    0.0    0.47    0.33    0.44    cp
0.46    0.32    0.0    0.0    0.51    0.29    0.41    cp
0.33    0.37    0.0    0.0    0.47    0.21    0.34    cp
0.38    0.46    0.0    0.0    0.66    0.29    0.41    cp
0.4    0.48    0.0    0.0    0.49    0.43    0.54    cp
0.45    0.36    0.0    0.0    0.59    0.47    0.57    cp
0.56    0.39    0.0    0.0    0.56    0.44    0.54    cp
0.58    0.33    0.0    0.0    0.42    0.34    0.42    cp
0.56    0.42    0.0    0.0    0.31    0.21    0.34    cp
0.6    0.31    0.0    0.0    0.18    0.27    0.39    cp
0.38    0.36    0.0    0.0    0.59    0.33    0.44    cp
0.45    0.31    0.0    0.0    0.42    0.25    0.27    cp
0.46    0.32    0.0    0.0    0.57    0.22    0.25    cp
