0    -1    0    0    0    -1    -1    cp
-2    -1    0    0    0    -1    0    cp
0    -1    0    0    0    -1    0    cp
0    0    0    0    0    0    -1    cp
-1    -1    0    0    0    -1    -1    cp
1    -1    0    0    -1    -1    0    cp
-1    -1    0    0    0    -1    -1    cp
-1    -1    0    0    0    -1    -1    cp
-2    0    0    0    0    0    0    cp
0    -1    0    0    0    -1    -1    cp
0    -2    0    0    1    -1    -1    cp
-1    0    0    0    0    -2    -1    cp
-1    -1    0    0    0    -1    -1    cp
0    0    0    0    0    -1    -1    cp
-1    0    0    0    0    -2    -1    cp
-1    -1    0    0    0    0    0    cp
-1    0    0    0    -1    -1    -1    cp
0    -2    0    0    0    0    0    cp
-1    -1    0    0    -1    -1    -1    cp
0    0    0    0    -1    -1    -1    cp
-1    0    0    0    -1    -1    -2    cp
-1    -2    0    0    2    -2    -2    cp
0    0    0    0    -1    -1    0    cp
-1    -2    0    0    0    -2    -1    cp
-1    -1    0    0    0    -1    -1    cp
-1    -1    0    0    0    0    0    cp
-1    -1    0    0    0    -1    0    cp
-1    0    0    0    0    -1    0    cp
0    -1    0    0    0    -1    0    cp
0    -1    0    0    0    -1    0    cp
0    -1    0    0    0    -1    -1    cp
-1    -1    0    0    -1    -1    0    cp
0    0    0    0    -1    -1    0    cp
-1    -1    0    0    -1    -1    0    cp
-1    -1    0    0    -2    -1    -1    cp
-1    0    0    0    -1    -1    0    cp
-1    0    0    0    -1    -1    -1    cp
1    0    0    0    1    -1    0    cp
-1    -1    0    0    -1    -1    -1    cp
-1    0    0    0    0    -1    -1    cp
-1    0    0    0    0    -1    0    cp
-1    -1    0    0    1    0    0    cp
-1    0    0    0    0    -1    0    cp
-1    -1    0    0    0    -1    0    cp
1    0    0    0    0    -1    0    cp
-2    -1    0    0    0    0    0    cp
0    -1    0    0    0    0    1    cp
0    -1    0    0    -1    -1    -1    cp
0    -1    0    0    1    -2    -1    cp
-1    -1    0    0    -1    -1    0    cp
-1    0    0    0    -1    0    -1    cp
-1    -1    0    0    0    -2    -2    cp
-1    -1    0    0    -1    -1    0    cp
-1    1    0    0    -1    0    0    cp
0    0    0    0    -2    -2    -1    cp
0    0    0    0    -2    -1    0    cp
0    -1    0    0    -1    -1    0    cp
-1    -1    0    0    0    -1    0    cp
0    -1    0    0    -2    -1    0    cp
0    -1    0    0    0    -1    0    cp
0    0    0    0    0    0    0    cp
0    -1    0    0    -1    -1    -1    cp
-1    -1    0    0    0    0    0    cp
-2    -1    0    0    0    -1    -1    cp
0    -1    0    0    0    -1    0    cp
-1    0    0    0    0    0    0    cp
-1    -1    0    0    -1    -1    0    cp
0    0    0    0    -1    0    0    cp
-1    -1    0    0    -1    -1    -1    cp
-1    0    0    0    0    0    0    cp
-1    -2    0    0    -1    -1    -1    cp
0    0    0    0    0    -1    -1    cp
-1    0    0    0    -1    -1    0    cp
0    -1    0    0    -1    -1    -1    cp
-1    0    0    0    -1    -1    -1    cp
0    -1    0    0    0    -1    -1    cp
0    -1    0    0    0    -1    -1    cp
0    0    0    0    0    0    0    cp
0    -1    0    0    -1    -1    -1    cp
-1    -1    0    0    0    -1    0    cp
-1    -1    0    0    -1    -1    0    cp
0    0    0    0    0    -1    0    cp
-1    0    0    0    -1    -1    -1    cp
-1    0    0    0    1    -1    0    cp
-1    0    0    0    -1    0    0    cp
-1    0    0    0    0    0    0    cp
0    0    0    0    0    0    0    cp
0    0    0    0    -1    -1    0    cp
0    0    0    0    -2    -1    -1    cp
0    -1    0    0    -3    -1    -1    cp
-1    0    0    0    0    -1    0    cp
-1    -1    0    0    -1    -1    -1    cp
0    0    0    0    0    -1    -1    cp
-1    0    0    0    -1    -1    -1    cp
-1    0    0    0    -2    -1    -1    cp
1    2    0    0    0    -1    -1    cp
-1    -1    0    0    -2    -1    0    cp
0    0    0    0    -1    -1    -1    cp
1    0    0    0    -1    -1    -1    cp
0    0    0    0    1    -1    0    cp
-1    -1    0    0    1    -1    -1    cp
-1    0    0    0    1    -1    0    cp
-1    -2    0    0    0    -2    -1    cp
-1    0    0    0    0    -1    -1    cp
